NAME	1971q1	1971q2	1971q3	1971q4	1972q1	1972q2	1972q3	1972q4	1973q1	1973q2	1973q3	1973q4	1974q1	1974q2	1974q3	1974q4	1975q1	1975q2	1975q3	1975q4	1976q1	1976q2	1976q3	1976q4	1977q1	1977q2	1977q3	1977q4	1978q1	1978q2	1978q3	1978q4	1979q1	1979q2	1979q3	1979q4	1980q1	1980q2	1980q3	1980q4	1981q1	1981q2	1981q3	1981q4	1982q1	1982q2	1982q3	1982q4	1983q1	1983q2	1983q3	1983q4	1984q1	1984q2	1984q3	1984q4	1985q1	1985q2	1985q3	1985q4	1986q1	1986q2	1986q3	1986q4	1987q1	1987q2	1987q3	1987q4	1988q1	1988q2	1988q3	1988q4	1989q1	1989q2	1989q3	1989q4	1990q1	1990q2	1990q3	1990q4	1991q1	1991q2	1991q3	1991q4	1992q1	1992q2	1992q3	1992q4	1993q1	1993q2	1993q3	1993q4	1994q1	1994q2	1994q3	1994q4	1995q1	1995q2	1995q3	1995q4	1996q1	1996q2	1996q3	1996q4	1997q1	1997q2	1997q3	1997q4	1998q1	1998q2	1998q3	1998q4	1999q1	1999q2	1999q3	1999q4	2000q1	2000q2	2000q3	2000q4	2001q1	2001q2	2001q3	2001q4	2002q1	2002q2	2002q3	2002q4	2003q1	2003q2	2003q3	2003q4	2004q1	2004q2	2004q3	2004q4	2005q1	2005q2	2005q3	2005q4	2006q1	2006q2	2006q3	2006q4	2007q1	2007q2	2007q3	2007q4	2008q1	2008q2	2008q3	2008q4	2009q1	2009q2	2009q3	2009q4	2010q1	2010q2	2010q3	2010q4	2011q1	2011q2	2011q3	2011q4	2012q1	2012q2	2012q3	2012q4	2013q1	2013q2	2013q3	2013q4	2014q1	2014q2	2014q3	2014q4	2015q1	2015q2	2015q3	2015q4	2016q1	2016q2	2016q3	2016q4	2017q1	2017q2	2017q3
TRB	NA	NA	NA	NA	0.6008277	0.6008277	0.6008277	0.6008277	0.8140534	0.8140534	0.8140534	0.8140534	0.591408	0.591408	0.591408	0.591408	0.701943	0.701943	0.701943	0.701943	0.8008602	0.8008602	0.8008602	0.8008602	0.7447553	0.7447553	0.7447553	0.7447553	0.8159522	0.8159522	0.8159522	0.8159522	0.8518607	0.8518607	0.8518607	0.8518607	0.7434785	0.7434785	0.7434785	0.7434785	0.7489142	0.7489142	0.7489142	0.7489142	0.8037017	0.8037017	0.8037017	0.8037017	0.9127566	0.9127566	0.9127566	0.9127566	0.9165301	0.9165301	0.9165301	0.9165301	0.9326754	0.9326754	0.9326754	0.9326754	1.130201	1.130201	1.130201	1.130201	1.010309	1.010309	1.010309	1.010309	0.9698333	0.9698333	0.9698333	0.9698333	0.8527956	0.8527956	0.8527956	0.8527956	0.9384516	0.9384516	0.9384516	0.9384516	0.8875707	0.8875707	0.8875707	0.8875707	0.8838046	0.8838046	0.8838046	0.8838046	0.9257383	0.9257383	0.9257383	0.9257383	0.8581459	0.8581459	0.8581459	0.8581459	0.8705502	0.8705502	0.8705502	0.8705502	0.7937081	0.7937081	0.7937081	0.7937081	0.8176959	0.8176959	0.8176959	0.8176959	0.8841555	0.8841555	0.8841555	0.8841555	0.8696297	0.8696297	0.8696297	0.8696297	0.8286619	0.8286619	0.8286619	0.8286619	0.7506078	0.7506078	0.7506078	0.7506078	0.8166117	0.8166117	0.8166117	0.8166117	0.8497043	0.8497043	0.8497043	0.8497043	0.795388	0.795388	0.795388	0.795388	0.8179004	0.8179004	0.8179004	0.8179004	0.8163689	0.8163689	0.8163689	0.8163689	0.8750822	0.8750822	0.8750822	0.8750822	0.733319	0.733319	0.733319	0.733319	0.5424363	0.5424363	0.5424363	0.5424363	0.6641546	0.6641546	0.6641546	0.6641546	0.6474318	0.6474318	0.6474318	0.6474318	0.5566541	0.5566541	0.5566541	0.5566541	0.6350206	0.6350206	0.6350206	0.6350206	0.6556738	0.6556738	0.6556738	0.6556738	0.7601796	0.7601796	0.7601796	0.7601796	0.8329804	0.8329804	0.8329804	0.8329804	0.8329804	0.8329804	0.8329804
TRCP	NA	NA	NA	NA	0.01200401	0.01200401	0.01200401	0.01200401	0.01626408	0.01626408	0.01626408	0.01626408	0.01181581	0.01181581	0.01181581	0.01181581	0.0140242	0.0140242	0.0140242	0.0140242	0.01600049	0.01600049	0.01600049	0.01600049	0.01487956	0.01487956	0.01487956	0.01487956	0.01630202	0.01630202	0.01630202	0.01630202	0.01701944	0.01701944	0.01701944	0.01701944	0.01485405	0.01485405	0.01485405	0.01485405	0.01496265	0.01496265	0.01496265	0.01496265	0.01605726	0.01605726	0.01605726	0.01605726	0.01823608	0.01823608	0.01823608	0.01823608	0.01831147	0.01831147	0.01831147	0.01831147	0.01863404	0.01863404	0.01863404	0.01863404	0.02258044	0.02258044	0.02258044	0.02258044	0.0201851	0.0201851	0.0201851	0.0201851	0.01937643	0.01937643	0.01937643	0.01937643	0.01703811	0.01703811	0.01703811	0.01703811	0.01874945	0.01874945	0.01874945	0.01874945	0.01773289	0.01773289	0.01773289	0.01773289	0.01765765	0.01765765	0.01765765	0.01765765	0.01849544	0.01849544	0.01849544	0.01849544	0.01714501	0.01714501	0.01714501	0.01714501	0.01739283	0.01739283	0.01739283	0.01739283	0.0158576	0.0158576	0.0158576	0.0158576	0.01633685	0.01633685	0.01633685	0.01633685	0.01766466	0.01766466	0.01766466	0.01766466	0.01737444	0.01737444	0.01737444	0.01737444	0.01655594	0.01655594	0.01655594	0.01655594	0.01499649	0.01499649	0.01499649	0.01499649	0.01631519	0.01631519	0.01631519	0.01631519	0.01697635	0.01697635	0.01697635	0.01697635	0.01589116	0.01589116	0.01589116	0.01589116	0.01634094	0.01634094	0.01634094	0.01634094	0.01631034	0.01631034	0.01631034	0.01631034	0.01748338	0.01748338	0.01748338	0.01748338	0.01465107	0.01465107	0.01465107	0.01465107	0.0108374	0.0108374	0.0108374	0.0108374	0.01326923	0.01326923	0.01326923	0.01326923	0.01293512	0.01293512	0.01293512	0.01293512	0.01112146	0.01112146	0.01112146	0.01112146	0.01268716	0.01268716	0.01268716	0.01268716	0.01309979	0.01309979	0.01309979	0.01309979	0.01518772	0.01518772	0.01518772	0.01518772	0.01664222	0.01664222	0.01664222	0.01664222	0.01664222	0.01664222	0.01664222
TREND	1971	1971.25	1971.5	1971.75	1972	1972.25	1972.5	1972.75	1973	1973.25	1973.5	1973.75	1974	1974.25	1974.5	1974.75	1975	1975.25	1975.5	1975.75	1976	1976.25	1976.5	1976.75	1977	1977.25	1977.5	1977.75	1978	1978.25	1978.5	1978.75	1979	1979.25	1979.5	1979.75	1980	1980.25	1980.5	1980.75	1981	1981.25	1981.5	1981.75	1982	1982.25	1982.5	1982.75	1983	1983.25	1983.5	1983.75	1984	1984.25	1984.5	1984.75	1985	1985.25	1985.5	1985.75	1986	1986.25	1986.5	1986.75	1987	1987.25	1987.5	1987.75	1988	1988.25	1988.5	1988.75	1989	1989.25	1989.5	1989.75	1990	1990.25	1990.5	1990.75	1991	1991.25	1991.5	1991.75	1992	1992.25	1992.5	1992.75	1993	1993.25	1993.5	1993.75	1994	1994.25	1994.5	1994.75	1995	1995.25	1995.5	1995.75	1996	1996.25	1996.5	1996.75	1997	1997.25	1997.5	1997.75	1998	1998.25	1998.5	1998.75	1999	1999.25	1999.5	1999.75	2000	2000.25	2000.5	2000.75	2001	2001.25	2001.5	2001.75	2002	2002.25	2002.5	2002.75	2003	2003.25	2003.5	2003.75	2004	2004.25	2004.5	2004.75	2005	2005.25	2005.5	2005.75	2006	2006.25	2006.5	2006.75	2007	2007.25	2007.5	2007.75	2008	2008.25	2008.5	2008.75	2009	2009.25	2009.5	2009.75	2010	2010.25	2010.5	2010.75	2011	2011.25	2011.5	2011.75	2012	2012.25	2012.5	2012.75	2013	2013.25	2013.5	2013.75	2014	2014.25	2014.5	2014.75	2015	2015.25	2015.5	2015.75	2016	2016.25	2016.5	2016.75	2017	2017.25	2017.5
TRIPM	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015
TSUIH	0.503	0.503	0.503	0.503	0.506	0.506	0.506	0.506	0.514	0.514	0.514	0.514	0.507	0.507	0.507	0.507	0.539	0.539	0.539	0.539	0.556	0.556	0.556	0.556	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.572	0.572	0.572	0.572	0.581	0.581	0.581	0.581	0.5862	0.5862	0.5862	0.5862	0.589	0.589	0.589	0.589	0.612	0.612	0.612	0.612	0.6235	0.6235	0.6235	0.6235	0.625	0.625	0.625	0.625	0.624	0.624	0.624	0.624	0.511	0.511	0.511	0.511	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.516	0.516	0.516	0.516	0.519	0.519	0.519	0.519	0.521	0.521	0.521	0.521	0.523	0.523	0.523	0.523	0.4932	0.4932	0.4932	0.4932	0.4871	0.4871	0.4871	0.4871	0.482	0.482	0.482	0.482	0.48	0.48	0.48	0.48	0.4651	0.4651	0.4651	0.4651	0.4023	0.4023	0.4023	0.4023	0.3635	0.3635	0.3635	0.3635	0.3335	0.3335	0.3335	0.3335	0.3346	0.3346	0.3346	0.3346	0.3346	0.3346	0.3346	0.3346	0.3346	0.3346	0.3346	0.3346	0.3347	0.3347	0.3347	0.3347	0.3347	0.3347	0.3347	0.3347	0.3346	0.3346	0.3346	0.3346	0.3369	0.3369	0.3369	0.3369	0.337	0.337	0.337	0.337	0.3378	0.3378	0.3378	0.3378	0.3381	0.3381	0.3381	0.3381	0.3281	0.3281	0.3281	0.3281	0.3179	0.3179	0.3179	0.3179	0.3078	0.3078	0.3078	0.3078	0.2978	0.2978	0.2978	0.2978	0.2877	0.2877	0.2877	0.2877	0.2877	0.2877	0.2877
TTTT	1.971	1.97125	1.9715	1.97175	1.972	1.97225	1.9725	1.97275	1.973	1.97325	1.9735	1.97375	1.974	1.97425	1.9745	1.97475	1.975	1.97525	1.9755	1.97575	1.976	1.97625	1.9765	1.97675	1.977	1.97725	1.9775	1.97775	1.978	1.97825	1.9785	1.97875	1.979	1.97925	1.9795	1.97975	1.98	1.98025	1.9805	1.98075	1.981	1.98125	1.9815	1.98175	1.982	1.98225	1.9825	1.98275	1.983	1.98325	1.9835	1.98375	1.984	1.98425	1.9845	1.98475	1.985	1.98525	1.9855	1.98575	1.986	1.98625	1.9865	1.98675	1.987	1.98725	1.9875	1.98775	1.988	1.98825	1.9885	1.98875	1.989	1.98925	1.9895	1.98975	1.99	1.99025	1.9905	1.99075	1.991	1.99125	1.9915	1.99175	1.992	1.99225	1.9925	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275	1.99275
TUC	NA	NA	NA	NA	0.9213061	0.9979938	0.9813432	0.996246	0.9920359	1	0.9875596	0.9780061	0.9104072	0.8873868	0.8663768	0.8805915	0.924137	0.9077107	0.9220642	0.9623642	0.9561168	0.9699678	0.911878	0.8957613	0.8762147	0.8603969	0.8484972	0.8698488	0.8219988	0.8223431	0.8284606	0.8337982	0.8302873	0.845005	0.8192816	0.8275134	0.8145053	0.7854364	0.7740672	0.7799896	0.7725997	0.7469326	0.737614	0.72701	0.7838227	0.7973627	0.7912984	0.8002982	0.830565	0.8629906	0.8449253	0.8640378	0.8375509	0.8321745	0.8267781	0.8338706	0.8351845	0.8363081	0.8838241	0.882378	0.8858296	0.8516876	0.8258951	0.7989095	0.7754792	0.8186295	0.8031438	0.8139288	0.7990606	0.8281796	0.824729	0.8570437	0.8649063	0.8162683	0.7911521	0.8036491	0.779406	0.8025861	0.7957892	0.7795393	0.7285051	0.7455783	0.75987	0.7826807	0.7419749	0.7450399	0.7779983	0.7577205	0.7401124	0.7495781	0.7462447	0.7675207	0.7862479	0.7710516	0.7730663	0.7870162	0.7762231	0.7772502	0.7775171	0.7870161	0.7796375	0.8254906	0.8151854	0.8170978	0.8246458	0.8333072	0.8400707	0.8330613	0.8453537	0.8208426	0.8401167	0.8373997	0.8532591	0.8484205	0.8465173	0.8446276	0.8384077	0.8555131	0.8523588	0.8728009	0.8414375	0.8432481	0.8497633	0.8451874	0.8331149	0.8284602	0.8250082	0.8208692	0.8495434	0.8399552	0.8242179	0.8604184	0.848484	0.8601465	0.8665298	0.8738506	0.8672228	0.8920855	0.8949271	0.8832141	0.888239	0.9142101	0.9030572	0.8962559	0.8609344	0.859601	0.8635393	0.87351	0.8674169	0.8510682	0.8272104	0.791006	0.8012822	0.7848522	0.7924433	0.789963	0.8089132	0.8323187	0.8480761	0.8434853	0.8541471	0.858013	0.8509322	0.8615193	0.865755	0.87021	0.8810248	0.8695866	0.8861462	0.8853133	0.8927757	0.8897423	0.8822861	0.8878406	0.8980139	0.8995124	0.9100962	0.9123764	0.9054964	0.905507	0.9189861	0.9233033	0.9220264	0.925318	0.9263837	0.9346779	0.9278114
TYD	0.6471819	0.7586846	0.7892641	0.8288693	0.8285675	0.8601802	0.8382421	0.6090102	0.462727	0.7647212	0.9398685	0.9686832	1.282266	1.942781	2.578856	3.496096	4.559199	4.558635	4.533229	4.640937	5.090251	5.443552	5.763272	6.430923	6.74729	7.575258	7.95277	8.820681	9.252151	9.810689	9.980731	10.67642	10.1407	9.398314	9.349945	8.951038	9.047408	10.49187	12.10123	13.63548	14.22836	15.12652	15.47535	17.61975	17.30788	17.74671	17.72651	19.1901	19.46056	20.26593	20.32486	20.2396	20.27002	20.07409	20.05815	19.33834	19.53779	19.00079	18.21564	17.18213	16.50703	16.70827	16.81293	16.98721	17.41739	17.66547	18.24019	18.32763	19.05527	19.12499	20.96186	22.50476	22.99659	23.12518	23.57056	23.68554	23.61517	23.84704	24.96232	25.24111	26.6554	27.90563	27.7475	29.03027	29.70592	30.14607	30.26901	32.31632	32.95185	35.07111	34.07471	36.55009	35.43652	34.18866	33.48439	31.01643	29.92449	28.55458	27.87772	26.31173	25.96994	24.5255	23.76075	22.23214	22.24139	22.42836	22.33667	21.14322	19.90991	18.3432	17.13465	16.62072	14.7334	15.26731	15.7622	17.89615	14.8307	16.25354	16.97986	16.8879	16.67816	16.02439	15.87795	15.59149	15.87886	16.66209	16.85576	17.37528	20.05965	20.77224	21.19814	22.19797	22.11453	21.67492	21.34002	20.82653	20.38982	19.50617	18.69024	17.53377	16.32333	14.96265	14.12821	13.0498	11.96704	11.04479	10.13263	8.479521	6.840271	6.342577	6.800379	7.840772	10.9164	14.06211	15.73512	17.57436	17.8519	17.76439	17.69336	18.17835	18.22618	17.32976	17.02159	17.83047	18.05922	19.05107	19.67734	18.38037	18.5699	18.9293	17.92755	17.03326	16.90916	15.88049	16.16321	16.16314	16.12104	15.7017	15.57462	15.18262	14.62434	14.37036	14.17494	14.43835	13.63634	15.076	14.31099
TYE	-0.000139405	-8.36428E-05	2.78809E-05	0.000195167	0.000418214	0.000340147	-3.90333E-05	-0.000719328	-0.001700737	-0.001413006	0.000143866	0.002969878	0.00706503	0.005877079	-0.000593976	-0.01234813	-0.02860319	-0.02379577	0.002403712	0.04999524	-0.01064869	-0.008825907	0.000911397	0.01856321	-0.006833957	-0.005651079	0.000591451	0.01189358	-0.003831181	-0.002994998	0.000418046	0.006408148	1.717396	2.224386	2.659213	3.007004	3.545479	3.788216	3.99805	4.284255	4.443834	4.548525	4.6126	5.18304	4.957383	5.383537	5.571668	6.375412	6.568933	6.722282	6.828585	6.900199	7.174297	7.455467	7.688558	7.949677	7.686677	8.009303	8.108114	8.183905	8.129072	8.389591	8.449182	8.500154	8.538124	8.550452	8.833242	8.83418	8.709264	8.634144	9.463126	9.445466	9.56366	9.5123	9.867177	9.884862	9.850832	9.815673	9.763713	9.381781	10.09296	10.17752	10.35907	10.57443	10.61897	11.13503	11.30797	11.52601	11.87444	11.84593	12.57791	12.7337	12.73137	12.71775	12.96761	13.23125	13.81869	14.43094	15.03358	16.63277	17.47335	18.47568	18.65217	18.5668	17.51851	19.01292	20.38643	19.30614	20.05879	19.52575	19.64909	20.03438	20.40126	20.28893	20.57528	21.39453	21.22021	21.233	21.22159	21.83719	21.83159	21.33471	22.71951	21.50218	21.95432	23.7801	23.12741	22.55418	25.20398	24.19606	24.37075	25.17721	25.26093	25.48462	25.77645	25.482	24.4825	23.6539	23.09494	22.52466	21.68513	21.13268	20.54688	20.60331	20.71228	20.66498	22.50348	19.99525	22.32629	22.19618	21.72013	21.9014	21.58474	21.36017	21.49262	21.47846	21.61334	21.2174	21.22009	21.32518	20.76055	20.26044	19.98767	20.11534	19.59334	19.14874	20.22389	17.67002	18.35961	19.39936	18.06421	17.09282	18.62233	16.88922	16.85012	16.81433	15.94424	15.35951	15.40406	15.13617	14.32826	13.60683	13.50089	13.268	12.66896	13.47783	11.81558
TYO	4.37094E-15	2.62159E-15	-8.68915E-16	-6.1236E-15	-1.31168E-14	-1.06562E-14	1.21212E-15	2.25609E-14	5.33171E-14	4.43115E-14	-4.49655E-15	-9.31319E-14	4.90286E-13	4.1007E-13	-4.01085E-14	-8.60248E-13	1.00267E-11	8.34363E-12	-8.41528E-13	-1.75288E-11	8.50218E-12	7.07533E-12	-7.1342E-13	-1.48641E-11	3.46866E-10	2.88566E-10	-2.91498E-11	-6.06282E-10	4.83642E-09	4.02351E-09	-4.06457E-10	-8.45347E-09	1.35316E-09	1.12572E-09	-1.13721E-10	-2.36516E-09	2.60896E-09	2.17043E-09	-2.19262E-10	-4.56014E-09	-2.09339E-08	-1.74154E-08	1.75925E-09	3.65901E-08	3.42419E-07	2.84863E-07	-2.87782E-08	-5.98503E-07	4.40047E-06	3.66083E-06	-3.69822E-07	-7.69147E-06	1.82198E-06	1.51574E-06	-1.53123E-07	-3.1846E-06	-2.45115E-05	-2.03916E-05	2.05996E-06	4.28432E-05	-3.54429E-05	-2.94858E-05	2.97855E-06	6.19502E-05	0.000182645	0.000151942	-1.53515E-05	-0.000319235	0.00196808	0.001530977	-0.000218551	-0.003280505	0.001469893	0.001248605	-0.000110644	-0.002607855	-0.03101151	-0.02600554	0.002502984	0.05451406	-0.00261171	-0.001567022	0.00052234	0.003656384	0.03815112	-0.04903667	0.1222774	-0.01539188	0.4407872	0.2199723	0.588358	0.2428825	1.834314	3.995593	6.594939	9.235153	8.115443	10.19062	7.975717	8.814216	7.952497	7.649916	6.392536	5.77705	5.308283	5.262824	4.690775	4.430118	4.590856	4.507977	4.207934	4.641233	1.74764	1.918899	1.812177	1.813284	1.899833	1.971154	1.798606	1.866407	1.781688	1.702331	1.975805	1.800175	1.94837	1.76158	1.721824	1.204226	0.6444652	0.5940177	0.3640871	0.3974299	0.3890075	0.3078296	0.3120902	0.3590726	0.3731407	0.3471309	0.2937341	0.3659942	0.3242968	0.3529407	0.2980542	0.2727083	0.2929795	0.2611209	0.3103776	0.2955219	0.3165318	0.2803597	0.2966609	0.2024475	0.1761869	0.1999023	0.1923771	0.1755336	0.1436577	0.1101219	0.09198724	0.07423309	0.03340489	0.02060774	0.000768942	0.009218432	0.03207533	0.00461252	-0.0168513	-0.01983655	-0.004469213	-0.01063843	0.000150505	0.01495714	0.00154308	-0.001259512	-0.001242055	0.000958488	0.000877671	-0.000230394	-0.000451975	-0.000195302	0.000733362	0.000103355	-0.000211519	-0.000625198	0.01360852	0.002479063	-0.002900731
TYP	12.89186	13.12452	13.51474	14.08086	14.7751	15.37267	15.84611	16.2061	16.28213	16.71579	17.34743	18.18665	19.35645	20.3552	21.25222	22.06413	22.86164	23.5848	24.37386	25.24769	26.12879	27.00725	27.82074	28.59522	29.38584	30.23716	31.20373	32.34528	33.60727	34.91169	36.20741	37.56563	38.44077	39.6842	40.94035	42.18269	43.54344	44.86519	46.09743	47.28594	48.45395	49.91164	51.7183	54.08213	56.95516	58.92653	60.2265	61.06061	60.74264	61.13059	62.41597	63.49584	65.46026	67.3186	68.7718	70.08875	70.88107	72.03476	72.92037	73.69544	74.58643	75.90128	77.24979	78.95507	80.42207	82.70097	85.42136	88.22492	90.32684	93.05798	94.92529	99.50301	106.1637	108.371	104.6896	96.58973	116.799	108.2145	101.8501	102.9585	112.4238	113.068	115.1859	112.3433	116.0592	117.581	120.1552	122.6071	120.3946	122.2839	125.8228	126.8547	143.0823	143.2535	145.4756	147.7105	148.657	150.5002	153.8986	154.8076	156.7436	157.1273	159.0293	160.5875	159.9981	161.8057	163.3638	163.7747	164.9413	165.2123	166.837	170.0848	169.7311	172.9905	175.969	176.0823	177.9957	178.6997	179.0433	181.0693	184.2478	186.5077	189.2516	190.9928	190.7655	193.4874	195.8336	199.0295	200.86	202.9652	204.0668	207.716	206.6964	209.5027	213.3559	212.661	218.3213	217.0802	218.5648	220.4257	221.7032	223.3453	225.1777	228.1538	226.0026	229.4594	234.3746	234.3753	234.2232	240.0965	239.7355	243.1608	245.5887	250.3934	257.7845	266.8334	273.0811	275.2999	277.5617	282.1534	285.5728	284.5755	288.9369	287.5388	291.0323	297.7454	299.4507	297.3555	302.5506	305.7619	310.33	307.7895	314.0746	314.7253	312.3677	316.1404	318.9063	317.848	323.0442	325.1256	324.8027	326.6087	326.0189	329.0577	331.0154	330.4822	334.2368
TYPI	0.8273703	0.8356222	0.8521259	0.8768814	0.9098888	0.9395363	0.9658236	0.9887513	1.008319	1.029218	1.05145	1.075013	1.11618	1.15187	1.188845	1.227104	1.267952	1.304864	1.334456	1.356728	1.350982	1.387851	1.456434	1.556733	1.683002	1.753151	1.763075	1.712773	1.601646	1.568258	1.611306	1.73079	1.906465	2.052359	2.152947	2.208229	2.225364	2.264418	2.315527	2.37869	2.429227	2.512163	2.620468	2.754142	2.925369	3.021131	3.032881	2.960619	2.797475	2.752799	2.814662	2.983064	3.258241	3.451908	3.566834	3.603017	3.533668	3.509115	3.500723	3.508493	3.529785	3.559742	3.609978	3.680494	3.758532	3.860842	3.960155	4.056471	4.153584	4.260951	4.380685	4.512779	4.674518	4.806509	4.916988	5.005984	5.159202	5.107671	4.93625	4.644876	5.27366	5.618515	5.662354	5.405471	6.913208	7.035362	5.992519	3.786911	17.97817	16.25755	5.604089	-13.98381	-0.5991055	3.806612	9.47967	16.42082	1.932925	6.748925	11.92622	17.46392	-17.5979	-8.619873	14.33866	51.2751	1.251245	10.37124	17.02625	21.21526	32.1437	16.15964	4.829696	-1.845033	8.747585	12.03119	13.86111	14.19609	13.4076	12.64293	12.50412	12.89333	14.10908	14.60931	14.76867	14.50092	13.63676	13.36449	13.38415	13.99458	14.41284	14.96138	15.05213	14.93762	14.14906	14.15919	14.46967	15.39806	18.22989	17.06486	17.41807	15.59517	18.11925	18.62462	18.99593	19.4642	18.18627	18.52125	18.35195	18.48053	18.30412	18.57612	18.91672	19.43904	20.15448	20.52124	20.50474	20.36753	21.72196	21.43187	21.28246	21.57971	17.12422	18.18889	18.78363	19.85125	20.48042	21.68067	22.0181	21.92482	19.9255	19.95526	19.15705	17.93419	18.59057	16.83741	17.4051	18.94692	20.05516	19.92705	20.31956	20.41423	22.47761	22.75898	22.23439	22.54502	19.63273	20.30761	20.35858
TYPK	0.7900433	0.8530042	0.9047861	0.9459433	0.9772117	0.999508	1.01393	1.021758	1.024451	1.023651	1.021181	1.019045	1.009651	1.019573	1.040342	1.072202	1.126166	1.171075	1.217321	1.263914	1.309426	1.355921	1.402743	1.450443	1.491216	1.547786	1.611903	1.683231	1.772343	1.848437	1.922022	1.992634	2.051075	2.121697	2.195519	2.27252	2.368347	2.441989	2.510165	2.574998	2.615747	2.69814	2.801458	2.92787	3.087765	3.256057	3.441298	3.641976	3.86428	4.086286	4.3146	4.548541	4.799657	5.0402	5.284609	5.537994	5.709749	6.051735	6.465271	6.939317	7.66443	8.084474	8.396403	8.601969	8.476247	8.656805	8.921119	9.275739	9.898935	10.30826	10.67712	11.00227	11.17147	11.49345	11.85963	12.27419	12.98613	13.20799	13.6123	14.23201	14.61816	15.18445	15.7258	16.24222	16.7337	17.02077	17.10344	16.98169	16.70577	16.6349	16.78985	17.17064	17.76343	18.24395	18.59426	18.81436	18.88733	19.09362	19.41328	19.84633	20.37854	20.84724	21.24954	21.58543	21.82932	22.11302	22.41476	22.73454	23.05486	23.43254	23.85508	24.32248	24.80881	25.37791	26.0072	26.69668	27.4233	28.10331	28.71872	29.26951	29.71958	30.26055	30.86872	31.5441	32.25546	32.94509	33.58758	34.18295	34.68148	35.38367	36.25069	37.28256	38.4699	39.54043	40.47646	41.278	41.95304	42.88409	44.05681	45.47121	47.05586	48.39181	49.43415	50.18286	50.69878	50.71252	50.22253	49.2288	47.70549	47.45791	48.45481	50.69621	54.1746	55.9976	56.12591	54.55953	51.18738	48.96745	47.8343	47.78795	48.74466	49.17138	49.05894	48.40738	47.25774	47.20974	48.21725	50.28027	53.45268	56.9723	60.90895	65.26263	69.99691	72.9044	73.96487	73.17834	70.53329	68.17137	66.10457	64.33288	62.80178	62.04358	61.97712	62.60239	63.8382	65.04456	66.07721
