NAME	1971q1	1971q2	1971q3	1971q4	1972q1	1972q2	1972q3	1972q4	1973q1	1973q2	1973q3	1973q4	1974q1	1974q2	1974q3	1974q4	1975q1	1975q2	1975q3	1975q4	1976q1	1976q2	1976q3	1976q4	1977q1	1977q2	1977q3	1977q4	1978q1	1978q2	1978q3	1978q4	1979q1	1979q2	1979q3	1979q4	1980q1	1980q2	1980q3	1980q4	1981q1	1981q2	1981q3	1981q4	1982q1	1982q2	1982q3	1982q4	1983q1	1983q2	1983q3	1983q4	1984q1	1984q2	1984q3	1984q4	1985q1	1985q2	1985q3	1985q4	1986q1	1986q2	1986q3	1986q4	1987q1	1987q2	1987q3	1987q4	1988q1	1988q2	1988q3	1988q4	1989q1	1989q2	1989q3	1989q4	1990q1	1990q2	1990q3	1990q4	1991q1	1991q2	1991q3	1991q4	1992q1	1992q2	1992q3	1992q4	1993q1	1993q2	1993q3	1993q4	1994q1	1994q2	1994q3	1994q4	1995q1	1995q2	1995q3	1995q4	1996q1	1996q2	1996q3	1996q4	1997q1	1997q2	1997q3	1997q4	1998q1	1998q2	1998q3	1998q4	1999q1	1999q2	1999q3	1999q4	2000q1	2000q2	2000q3	2000q4	2001q1	2001q2	2001q3	2001q4	2002q1	2002q2	2002q3	2002q4	2003q1	2003q2	2003q3	2003q4	2004q1	2004q2	2004q3	2004q4	2005q1	2005q2	2005q3	2005q4	2006q1	2006q2	2006q3	2006q4	2007q1	2007q2	2007q3	2007q4	2008q1	2008q2	2008q3	2008q4	2009q1	2009q2	2009q3	2009q4	2010q1	2010q2	2010q3	2010q4	2011q1	2011q2	2011q3	2011q4	2012q1	2012q2	2012q3	2012q4	2013q1	2013q2	2013q3	2013q4	2014q1	2014q2	2014q3	2014q4	2015q1	2015q2	2015q3	2015q4	2016q1	2016q2	2016q3	2016q4	2017q1	2017q2	2017q3
TIU_H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.023015	5.290451	5.401752	5.184783	4.85355	4.544784	4.032848	3.724818	3.820191	4.03775	4.452992	5.017067	5.848756	6.176136	6.587837	6.95127	6.839231	6.835148	6.818866	6.906754	6.893296	6.917586	6.928717	6.852401	6.653971	6.757318	6.914813	7.497899	7.998183	7.773058	6.953204	5.023554	1.987299	1.321674	4.507545	6.95948	6.92538	7.962938	9.308746	10.55493	9.996794	10.04442	9.641263	11.49751	7.433601	7.19406	10.31916	12.29317	10.99547	10.20743	13.51124	14.64183	17.17382	17.94667	13.25308	15.48241	16.77798	13.18722	13.7089	19.67389	12.43451	51.79182	17.08715	21.31051	22.1491	18.64368	23.92108	23.16214	28.78788	25.67733	19.8524	20.51438	14.93431	23.53648	21.25998	19.10922	12.12192	4.908657	23.44722	15.7822	14.01304	16.39198	18.23828	18.70869	18.1685	14.43036	15.83733	12.59979	11.45547	14.60606	21.00307	25.61939	28.37108	25.9786	22.66076	29.27356	28.64205	42.78786	24.3604	31.78569	44.15332	31.93952	38.2608	35.53836	45.27518	39.92791	31.92141
TKEN	-0.06149114	-0.06049468	-0.05850179	-0.05551238	-0.05152655	-0.05092164	-0.05369748	-0.05985433	-0.06939193	-0.07145027	-0.0660292	-0.0531286	-0.03672481	-0.03521408	-0.05024463	-0.08181647	-0.1243861	-0.1322336	-0.1039237	-0.03945648	0.06768183	0.09350113	0.04190965	-0.08709261	-0.2945902	-0.4467245	-0.5430672	-0.583618	-0.554808	-0.5563135	-0.5807527	-0.6281257	-0.7105471	-0.7410307	-0.7272418	-0.6691804	-0.5594782	-0.5149081	-0.5307149	-0.6068988	-0.767302	-0.8802001	-0.951449	-0.9810488	-0.9420744	-0.9141666	-0.8790461	-0.8367128	-0.7933686	-0.7360693	-0.6703503	-0.5962117	-0.5405855	-0.5284749	-0.5589447	-0.6319948	-0.671461	-0.7065049	-0.7135219	-0.692512	-0.6909104	-0.6034475	-0.4412685	-0.2043735	0.1305806	0.3327005	0.38906	0.2996589	0.1099445	0.2711923	-0.4018882	0.2647514	3.739342	-0.6590908	-0.2099042	-0.4183477	-0.08094488	0.1331921	0.2932179	0.7225348	0.202628	-0.090948	0.036768	0.0564	0.065124	0.1767	0.067664	0.050096	0.186568	0.181408	0.30018	0.0938	0.255492	0.051696	0.161024	-0.12942	-0.075348	0.033676	-0.007432	0.039368	0.114704	0.068356	0.103828	0.064644	1.689528	0.544328	0.421128	0.446764	0.539556	0.877048	-1.001168	0.78578	2.620664	-0.204116	2.346476	27.43183	0.929504	0.232272	0.43284	0.522888	2.05326	-0.69886	0.178592	-0.676804	0.578604	0.076024	1.319408	1.975192	0.218724	0.49578	0.329404	-0.039992	-0.229948	0.625984	0.38454	0.275816	12.05079	-0.056844	0.091688	-3.210792	0.33838	0.230884	0.541736	-0.924108	-0.228032	0.21296	0.6273	0.449656	0.316588	0.38968	0.442708	0.56218	0.511896	-2.637788	0.503708	0.504768	0.392348	0.504392	0.42646	0.554496	0.729628	0.94188	20.50949	0.894692	0.382352	0.416296	0.547804	0.464116	0.1860589	-0.2588115	-0.0517152	-2.2377	-2.581657	-5.669558	-4.822254	-3.467342	-6.232657	-6.83508	-7.601252	-7.953956	0.2915962	0.156364	0.06247588	0.01156797	0.159468	0.691372	0.690076
TKN_H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.764195	-3.457493	-2.638648	-1.307664	0.5354621	1.535728	1.693133	1.007678	-0.5334999	-1.494445	-1.880472	-1.691583	-0.9337909	-0.7240976	-1.058153	-1.935958	-2.001451	-1.970471	-1.90851	-1.815569	-1.691647	-1.55302	-1.399686	-1.231647	-1.048903	-0.8330437	-0.5840705	-0.3019832	0.01599092	-0.3068784	-1.269435	-2.871678	-5.09841	5.313108	-1.233178	19.59848	-2.023731	1.414478	0.4101141	-3.71686	3.46366	-9.299968	-10.73345	-4.046242	-0.3344488	1.308742	-2.492214	-0.09407934	-3.176304	-5.060165	-1.049256	0.185725	-0.6014559	-4.917044	-2.580211	-6.693288	9.948608	-4.167593	-3.010419	-25.09459	-4.141884	-6.910669	-4.447495	-9.911953	-6.627697	-11.14737	-13.80391	-4.505012	26.95372	-6.432946	1.408315	-6.025089	5.586208	1.461808	7.464184	-4.0402	10.86212	2.454251	13.3064	-6.446785	-15.2556	-12.12245	2.279259	6.510804	-2.385458	66.07991	10.68164	3.511907	-0.1508384	-7.047893	0.6100981	-0.0153662	4.881841	-0.7561681	6.111992	9.838336	7.181865	-4.596491	1.334947	2.151679	0.6132489	0.6751702	-6.218281	0.7698622	-3.92836	-1.401629	-4.469804
TKON	0.8778656	0.8331194	0.7436269	0.6093881	0.4304031	0.3550479	0.3833223	0.5152267	0.7507607	0.9858702	1.220555	1.454814	1.701733	1.82844	1.840353	1.737474	1.534137	1.456667	1.523265	1.733931	2.086528	2.309688	2.38958	2.326203	2.089379	1.921939	1.79128	1.697402	1.574929	1.493255	1.435163	1.400653	1.299009	1.291353	1.319172	1.382465	1.521758	1.743769	2.074006	2.512467	3.180194	3.895458	4.717632	5.646716	6.658655	7.396029	7.854687	8.034628	8.020658	7.588843	6.769093	5.561407	3.911408	2.895168	2.44588	2.563543	3.197002	3.439592	3.192295	2.455111	1.191941	0.392035	0.02804713	0.0999771	0.6546458	0.9748381	1.187096	1.29142	1.377758	1.448249	1.615245	1.878747	2.214439	2.482916	2.741239	2.989406	3.162301	3.454716	3.604208	3.610775	3.844619	4.28676	4.886043	5.608238	6.951773	7.446282	7.608801	7.442315	6.385615	6.03921	5.854131	5.857843	6.354109	6.540553	6.695064	6.793362	6.838968	6.768625	6.601885	6.346522	5.902935	5.586663	5.301992	5.064474	4.876367	4.761667	4.710702	4.715167	4.875974	4.885445	4.846261	4.753648	1.3483	4.342896	4.95674	6.665676	4.09854	5.176116	4.434948	2.20204	-0.889064	-3.19888	-3.349984	-3.516084	-0.05862	1.586448	2.557252	3.30404	3.1261	2.744652	-0.415308	1.616028	0.39712	-0.880376	-0.384584	-0.734116	2.3504	4.198692	5.309996	-6.91008	1.879244	1.738696	-0.327704	0.219496	-1.876604	-0.119944	1.176868	3.9727	36.85884	2.624772	1.660416	4.081088	3.29888	7.091724	8.614872	2.001724	5.119264	17.33698	5.6466	1.756956	-19.30864	23.03894	8.334716	30.57099	10.963	85.8944	34.5835	12.84682	16.6905	21.27831	19.21219	15.20257	24.20098	29.27879	27.46334	30.49741	34.6806	26.95828	31.23497	30.8119	14.86335	11.14818	14.77384	11.64552	6.520112	10.26602	9.308268
TMBRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMVX	NA	NA	NA	NA	0.02065119	0.02130806	0.01898164	0.01808638	0.009176413	0.00848799	0.008501107	0.008379671	0.007847218	0.00829322	0.008932383	0.00997922	0.009853407	0.009535295	0.009348469	0.007963943	0.009719136	0.009975811	0.009590478	0.009354681	0.00946705	0.009655805	0.009853515	0.009957331	0.007441645	0.007339973	0.007188521	0.007398485	0.008266979	0.007681719	0.007783767	0.007809978	0.008044511	0.009236977	0.009706362	0.01031318	0.009589426	0.009579429	0.00972998	0.009873467	0.009960975	0.009934846	0.01015035	0.01057057	0.01106452	0.01063502	0.0108121	0.01047269	0.01138181	0.0118974	0.01186397	0.01189203	0.01125936	0.01162193	0.01064395	0.01092127	0.01113063	0.01083993	0.01106939	0.01135015	0.01026098	0.01022795	0.01003492	0.01170668	0.01062834	0.01220141	0.01121373	0.01055096	0.009914136	0.01060603	0.01081071	0.01097728	0.01109092	0.01036203	0.01063512	0.009179505	0.01142491	0.01307086	0.01292856	0.008986194	0.01211584	0.01192931	0.01150849	0.007803536	0.01114571	0.01037954	0.009993096	0.01024717	0.009497333	0.009130552	0.008741337	0.009157893	0.008173943	0.008426728	0.008330811	0.008132927	0.007732588	0.007705869	0.007573319	0.007981565	0.007955522	0.008105647	0.008124359	0.007915908	0.007969182	0.007591529	0.007412487	0.007099626	0.007666154	0.007869558	0.007398253	0.006874008	0.007535478	0.007106773	0.007039808	0.00688714	0.006534951	0.006155912	0.006014636	0.007720499	0.005383992	0.005686986	0.005237864	0.005599942	0.005571845	0.005852116	0.006087874	0.006148281	0.00620055	0.006952489	0.006683543	0.006273346	0.006513455	0.006698638	0.007381367	0.006927039	0.006914897	0.006792297	0.00667394	0.00665682	0.006894785	0.006770331	0.006597358	0.006675364	0.006226424	0.006515427	0.006510982	0.007049201	0.00759254	0.006974259	0.006514882	0.006864051	0.007489378	0.008659872	0.008417584	0.007379714	0.008258568	0.007150027	0.00707204	0.006867672	0.007136591	0.006710318	0.006669774	0.006725897	0.006092463	0.006761015	0.006344607	0.006285742	0.006218878	0.006249765	0.006653036	0.006610013	0.006949045	0.006769125	0.00694404	0.006506115	0.006416942	0.006070183	0.005795512	0.005967197	0.0058748	0.006125578	0.005790931
TMY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOI	0.00611448	0.01206868	0.02397713	0.0418397	0.06565653	0.0853207	0.1008319	0.1121907	0.1193966	0.1273205	0.1359619	0.1453209	0.1738724	0.2058617	0.2489947	0.3032712	0.3588522	0.3846868	0.3749173	0.3295437	0.2412557	0.313395	0.5430697	0.9302796	0.8718832	1.004635	1.111376	1.192106	1.216751	1.273127	1.341188	1.420934	1.484793	1.546198	1.596702	1.636307	1.635711	1.69444	1.783365	1.902484	2.044978	2.200823	2.347922	2.486277	2.595377	2.739211	2.898917	3.074494	3.248643	3.397498	3.509428	3.584431	3.585601	3.691679	3.869039	4.11768	4.442999	4.670337	4.777668	4.764995	4.60582	4.556977	4.583579	4.685624	4.830198	4.951532	5.035667	5.082603	5.112007	5.132261	5.150131	5.165601	5.192024	5.326388	5.558167	5.88742	6.229854	6.40074	6.362449	6.114956	3.301639	4.464529	7.404974	12.12485	14.94249	13.77629	6.573538	-6.660331	25.09892	23.72392	7.496339	-23.58718	-13.40872	-3.071542	13.51527	36.353	4.290038	2.033875	7.823369	21.65672	-34.74681	2.383274	29.66946	47.11008	33.50876	-5.576517	-9.594398	21.45415	-27.04412	-10.07158	19.97213	63.08357	8.998059	10.2162	11.49776	12.60397	13.42326	14.37196	15.39078	16.18198	16.32298	16.55509	16.734	16.49992	16.56138	16.99327	17.06112	17.35623	17.35827	18.17282	19.32461	21.2923	24.59155	27.74323	29.335	29.03422	29.90507	29.5116	30.09912	33.4842	36.44228	38.80963	38.95189	37.7322	35.60213	36.98793	36.73435	38.12758	38.71753	41.27331	39.7576	59.72355	35.09272	30.97288	28.23492	27.24347	34.75314	38.1143	40.40045	40.28011	37.02828	42.95488	43.22311	42.00973	39.61094	37.44709	37.54765	35.79031	56.79514	36.7996	24.46138	15.52387	25.47947	24.81019	26.20403	26.23831	18.66027	19.77735	21.26717	21.23121	19.1409	21.48854	20.33105	24.8915	18.60784	18.66665	18.55832
TPKCOV	0.005889775	0.005889775	0.005889775	0.005889775	0.007434716	0.007434716	0.007434716	0.007434716	0.005910998	0.005910998	0.005910998	0.005910998	0.005608703	0.005608703	0.005608703	0.005608703	0.002031929	0.002031929	0.002031929	0.002031929	0.003729904	0.003729904	0.003729904	0.003729904	0.006582313	0.006582313	0.006582313	0.006582313	0.009469676	0.009469676	0.009469676	0.009469676	0.01611123	0.01611123	0.01611123	0.01611123	0.01919846	0.01919846	0.01919846	0.01919846	0.02046808	0.02046808	0.02046808	0.02046808	0.0181774	0.0181774	0.0181774	0.0181774	0.01940453	0.01940453	0.01940453	0.01940453	0.007842592	0.007842592	0.007842592	0.007842592	0.01081517	0.01081517	0.01081517	0.01081517	0.03825478	0.03825478	0.03825478	0.03825478	0.04065507	0.04065507	0.04065507	0.04065507	0.04541313	0.04541313	0.04541313	0.04541313	0.04209387	0.04209387	0.04209387	0.04209387	0.0359861	0.0359861	0.0359861	0.0359861	0.03519966	0.03519966	0.03519966	0.03519966	0.04497249	0.04497249	0.04497249	0.04497249	0.02662405	0.02662405	0.02662405	0.02662405	0.02387613	0.02387613	0.02387613	0.02387613	0.01310051	0.01310051	0.01310051	0.01310051	0.01650896	0.01650896	0.01650896	0.01650896	0.02250084	0.02250084	0.02250084	0.02250084	0.03259839	0.03259839	0.03259839	0.03259839	0.02894023	0.02894023	0.02894023	0.02894023	0.03531278	0.03531278	0.03531278	0.03531278	0.03483043	0.03483043	0.03483043	0.03483043	0.031411	0.031411	0.031411	0.031411	0.03218868	0.03218868	0.03218868	0.03218868	0.02793936	0.02793936	0.02793936	0.02793936	0.0274025	0.0274025	0.0274025	0.0274025	0.02500034	0.02500034	0.02500034	0.02500034	0.02396908	0.02396908	0.02396908	0.02396908	0.01907193	0.01907193	0.01907193	0.01907193	0.01689254	0.01689254	0.01689254	0.01689254	0.02058774	0.02058774	0.02058774	0.02058774	0.02400259	0.02400259	0.02400259	0.02400259	0.02023545	0.02023545	0.02023545	0.02023545	0.0162886	0.0162886	0.0162886	0.0162886	0.018636	0.018636	0.018636	0.018636	0.01628897	0.01628897	0.01628897	0.01628897	0.01609291	0.01609291	0.01609291	0.01609291	0.01609291	0.01609291	0.01609291
TPKCP	0.07380029	0.05896811	0.04218715	0.02580985	0.06592505	0.05498934	0.04247699	0.04005042	0.05136379	0.05512916	0.05841396	0.0623665	0.05321487	0.06207129	0.05747575	0.06212549	0.07063761	0.0669597	0.06907906	0.07104781	0.06830672	0.06340875	0.06954119	0.07315294	0.06953166	0.07618533	0.09222826	0.07810762	0.0783796	0.09114443	0.0879491	0.07694354	0.08043081	0.08852967	0.09938705	0.108939	0.1092725	0.09997303	0.1069394	0.1152323	0.1098	0.1096861	0.109102	0.1180301	0.1134835	0.1137352	0.1316313	0.1273362	0.1292166	0.1388023	0.1485322	0.131271	0.1564457	0.165386	0.1635344	0.1684261	0.1576811	0.1614684	0.1651197	0.1504966	0.1491196	0.1689148	0.1706648	0.1869054	0.197725	0.1827001	0.1742468	0.1836489	0.1732065	0.1631188	0.1786233	0.1832152	0.1487788	0.161409	0.1555921	0.148787	0.1503928	0.1399572	0.1333916	0.1489619	0.1279135	0.1371339	0.1320917	0.1473027	0.1477521	0.1493426	0.1485049	0.1299683	0.1639597	0.1568195	0.1618419	0.1667852	0.1574867	0.1733457	0.160726	0.1608934	0.16681	0.173559	0.1784678	0.1796422	0.1766725	0.1812576	0.190642	0.1875119	0.1728168	0.1846007	0.1813464	0.1829156	0.2082856	0.195153	0.2021325	0.2109505	0.2176622	0.2126363	0.2228971	0.2123131	0.2083712	0.2120338	0.2185901	0.2041955	0.2192525	0.2181794	0.2142077	0.2297593	0.2294345	0.2235876	0.2307615	0.2359136	0.221606	0.2405889	0.2258816	0.2227387	0.2264288	0.2115976	0.2160143	0.2129013	0.189178	0.2027299	0.1843397	0.1924196	0.1915588	0.1765933	0.1807867	0.1780985	0.1809909	0.1733532	0.182191	0.1807983	0.1618973	0.1649962	0.1752661	0.1801005	0.1799335	0.1860977	0.1838721	0.1742172	0.1915478	0.2014419	0.194218	0.1868405	0.2039563	0.1881931	0.185226	0.1875481	0.2201001	0.1870515	0.192801	0.2032943	0.2042115	0.2168478	0.2000208	0.2047248	0.2036831	0.1915578	0.202511	0.1905828	0.1898872	0.1968541	0.2044393	0.1985698	0.2004773	0.1972783	0.1876806	0.1808153	0.1800432	0.1811327	0.1725594
TPKQ	0.03016066	0.02409905	0.01724102	0.01054795	0.02694221	0.02247301	0.01735947	0.01636779	0.02099132	0.02253015	0.02387259	0.02548791	0.02174782	0.02536726	0.02348916	0.02538941	0.02886814	0.02736505	0.02823119	0.02903577	0.02791555	0.02591385	0.02842006	0.0298961	0.02841616	0.03113538	0.03769179	0.03192098	0.03203213	0.03724885	0.03594299	0.03144524	0.03287042	0.03618025	0.04061744	0.04452115	0.04465743	0.04085692	0.04370394	0.04709309	0.04487301	0.04482646	0.04458776	0.04823648	0.04637841	0.04648124	0.05379498	0.05203969	0.05280818	0.05672567	0.06070206	0.05364775	0.06393615	0.06758985	0.06683315	0.06883229	0.06444102	0.06598882	0.06748103	0.06150486	0.0609421	0.06903199	0.06974718	0.0763844	0.08080612	0.07466578	0.07121107	0.07505352	0.07078595	0.0666633	0.07299966	0.07487627	0.06080284	0.06596453	0.06358729	0.06080618	0.06146246	0.05719762	0.05451439	0.06087768	0.0522756	0.05604379	0.05398316	0.0601996	0.06038324	0.06103326	0.06069089	0.05311539	0.06700697	0.0640889	0.06614147	0.06816167	0.06436159	0.07084281	0.0656854	0.06575382	0.06817183	0.07092997	0.0729361	0.07341609	0.07220244	0.07407624	0.07791144	0.07663225	0.07062668	0.07544249	0.07411254	0.07475383	0.08512205	0.07975501	0.08260739	0.08621114	0.08895406	0.0869001	0.09109347	0.08676798	0.08515704	0.08665385	0.08933329	0.0834505	0.089604	0.08916542	0.08754227	0.09389789	0.09376518	0.09137566	0.09430748	0.09641305	0.09056582	0.09832375	0.09231318	0.09102872	0.0925368	0.08647557	0.08828058	0.08700839	0.07731318	0.08285154	0.07533584	0.07863794	0.07828613	0.07217003	0.0738838	0.07278519	0.07396724	0.07084589	0.07445771	0.07388853	0.06616411	0.06743056	0.07162763	0.07360337	0.07353514	0.07605428	0.07514476	0.07119899	0.07828165	0.08232517	0.07937291	0.07635787	0.08335276	0.07691066	0.07569806	0.07664704	0.08995038	0.07644412	0.07879379	0.08308221	0.08345703	0.08862123	0.08174438	0.08366681	0.0832411	0.07828571	0.08276207	0.07788727	0.07760298	0.08045021	0.08355013	0.0811514	0.08193094	0.0806236	0.0767012	0.0738955	0.07357994	0.07402519	0.07052148
TPKYBX	-0.000121543	-0.000121543	-0.000121543	-0.000121543	0.001390445	0.001390445	0.001390445	0.001390445	0.001085345	0.001085345	0.001085345	0.001085345	0.001658297	0.001658297	0.001658297	0.001658297	0.000714778	0.000714778	0.000714778	0.000714778	0.003038165	0.003038165	0.003038165	0.003038165	0.004713786	0.004713786	0.004713786	0.004713786	0.005550141	0.005550141	0.005550141	0.005550141	0.005843339	0.005843339	0.005843339	0.005843339	0.004605538	0.004605538	0.004605538	0.004605538	0.004726751	0.004726751	0.004726751	0.004726751	0.00429137	0.00429137	0.00429137	0.00429137	0.004828101	0.004828101	0.004828101	0.004828101	0.000390806	0.000390806	0.000390806	0.000390806	0.002058374	0.002058374	0.002058374	0.002058374	0.009931575	0.009931575	0.009931575	0.009931575	0.009228388	0.009228388	0.009228388	0.009228388	0.009035052	0.009035052	0.009035052	0.009035052	0.01161411	0.01161411	0.01161411	0.01161411	0.01185431	0.01185431	0.01185431	0.01185431	0.0121525	0.0121525	0.0121525	0.0121525	0.01101905	0.01101905	0.01101905	0.01101905	0.008024191	0.008024191	0.008024191	0.008024191	0.008133805	0.008133805	0.008133805	0.008133805	0.008454122	0.008454122	0.008454122	0.008454122	0.009962006	0.009962006	0.009962006	0.009962006	0.01161331	0.01161331	0.01161331	0.01161331	0.01495322	0.01495322	0.01495322	0.01495322	0.01549197	0.01549197	0.01549197	0.01549197	0.01279448	0.01279448	0.01279448	0.01279448	0.01414639	0.01414639	0.01414639	0.01414639	0.01438452	0.01438452	0.01438452	0.01438452	0.01447506	0.01447506	0.01447506	0.01447506	0.01608491	0.01608491	0.01608491	0.01608491	0.02045419	0.02045419	0.02045419	0.02045419	0.01947398	0.01947398	0.01947398	0.01947398	0.0210381	0.0210381	0.0210381	0.0210381	0.01986306	0.01986306	0.01986306	0.01986306	0.01780572	0.01780572	0.01780572	0.01780572	0.01773395	0.01773395	0.01773395	0.01773395	0.0182292	0.0182292	0.0182292	0.0182292	0.01856254	0.01856254	0.01856254	0.01856254	0.01757291	0.01757291	0.01757291	0.01757291	0.0168002	0.0168002	0.0168002	0.0168002	0.01626044	0.01626044	0.01626044	0.01626044	0.01609953	0.01609953	0.01609953	0.01609953	0.01609953	0.01609953	0.01609953
TPPK	1.736418	2.030711	2.26476	2.447831	2.588803	2.696167	2.778023	2.842087	2.895683	2.945748	2.99883	3.061091	3.111954	3.222045	3.366665	3.543729	3.80367	3.997647	4.175768	4.335298	4.435866	4.583186	4.738493	4.902266	5.106927	5.265777	5.411919	5.54719	5.625113	5.77827	5.958701	6.165272	6.461719	6.668525	6.850233	7.00732	7.072774	7.235567	7.429056	7.654462	7.943474	8.202154	8.457815	8.70292	8.963889	9.14922	9.28969	9.386482	9.404843	9.454332	9.503753	9.561392	9.615469	9.720483	9.860641	10.03621	10.2598	10.48669	10.725	10.96604	11.31934	11.47781	11.56367	11.59355	11.27036	11.44986	11.82119	12.37347	13.58509	14.10964	14.4358	14.57323	13.88403	14.15125	14.7259	15.59536	17.44745	18.31558	18.88456	19.13579	18.44462	18.52954	18.70004	18.95611	19.29775	19.68854	20.12848	20.61756	21.22713	22.19392	23.54748	25.28783	27.38786	28.43205	28.4084	27.31693	25.09721	23.96363	23.8836	24.85711	26.90784	28.57237	29.84688	30.73136	31.14437	32.22148	33.88309	36.1292	38.89751	40.55856	41.1186	40.57766	38.9269	38.12669	38.14226	38.97363	40.53901	42.64473	45.23626	48.31358	51.83909	54.2972	55.61364	55.78843	54.82087	54.82516	55.8188	57.80178	60.6968	63.01691	64.70417	65.75858	66.11443	66.42611	66.5866	66.59592	66.36342	66.8931	68.14719	70.12568	72.82642	74.9248	76.36489	77.14668	77.25232	78.3854	80.51433	83.63909	87.76974	90.59092	92.10667	92.31698	91.20275	90.50756	90.16876	90.18636	90.50822	90.73959	90.84111	90.81279	90.61277	90.35378	89.93409	89.35373	88.6804	88.58696	89.10162	90.22439	91.77222	93.28204	94.67283	95.9446	97.09473	96.81974	95.11797	91.98942	87.39236	85.88139	87.45053	92.09977	99.77406	105.5193	109.2812	111.0597	110.7943	111.0854	111.8746
